[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-12 14:26:22] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-12 14:26:23] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-12 14:26:23] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-12 14:26:23] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-12 14:26:24] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582\
[2025-03-12 14:26:24] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/site-one/
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:1a227da83e3acf9f3eb7b0f76b5c9ee9b82e3bce===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1087; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e580b2-QIXcLp.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css?simply_static_page=93
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css?simply_static_page=93
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e580b2-QIXcLp.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/rollIn.min.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:f107a9d27312a662cb97f6b61cd9017de8bc8e8f===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1086; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e5e56a-2pDzRK.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css?simply_static_page=94
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css?simply_static_page=94
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 229 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e5e56a-2pDzRK.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:ad1690675fb58c713a6fe75dc0c134d2cf3d8f05===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1085; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e652eb-mILd2l.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css?simply_static_page=95
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css?simply_static_page=95
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 180 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e652eb-mILd2l.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:8cf0a16973a7dcbe8c3fe94b4b8d36a57fa2f78c===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1084; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e6bc44-zTiUOY.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css?simply_static_page=96
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css?simply_static_page=96
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 262 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e6bc44-zTiUOY.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:16f456a48527457bc83d690e7ad91dd1f6ebdf37===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1083; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e72197-XgmXCP.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css?simply_static_page=97
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css?simply_static_page=97
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 213 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e72197-XgmXCP.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:57e3fda0a8e30bad4647c1729b3bbb96ff56bc3f===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1082; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e78c71-0nbFbr.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css?simply_static_page=98
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css?simply_static_page=98
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 266 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e78c71-0nbFbr.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:2b3df65c0a0834426f8a634e0b59026305501dc7===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1081; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e7f657-g8x8M8.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css?simply_static_page=99
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css?simply_static_page=99
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 217 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e7f657-g8x8M8.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:b8d43bf2e1e06d43d91633761747d5f00874dc12===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1080; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e8627d-TezRcv.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css?simply_static_page=100
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css?simply_static_page=100
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 255 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e8627d-TezRcv.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:8b06bf703a96800272c51e987a6b23d788db718f===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1079; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e8c9b6-rHDvN3.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css?simply_static_page=101
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css?simply_static_page=101
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 206 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e8c9b6-rHDvN3.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:d7af9caeef75433a037b598ae10ee97f187e70d4===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1078; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e953a8-MCxwQX.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css?simply_static_page=102
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css?simply_static_page=102
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 261 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e953a8-MCxwQX.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:7ebb05207931e1e0513ae3cd53a7a20037d13e6e===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1077; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e9d297-wf9Cfl.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css?simply_static_page=103
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css?simply_static_page=103
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 212 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999e9d297-wf9Cfl.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:0d2c7bfec4ff7fd019354d3d1e8cbd34a865f4bd===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1076; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999ea3aca-7YXOsI.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css?simply_static_page=104
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css?simply_static_page=104
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 353 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999ea3aca-7YXOsI.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:9de5c301daf676c37cc64fb528e17ca2fd6f7908===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1075; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999eab060-8QCU9C.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css?simply_static_page=105
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css?simply_static_page=105
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:103] Filesize: 264 bytes
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\GIGABYTE\AppData\Local\Temp/67d1999eab060-8QCU9C.tmp to C:\xampp\htdocs\site-one/wp-content/uploads\simply-static\temp-files/simply-static-1-1741789582/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-12 14:26:38] [class-ss-page.php:119] Checking Content Identical:1c58a1ccb29f020156ad9c65707840654d3e69f3===. Value: FALSE
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:69] URL: http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/shake.css
[2025-03-12 14:26:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:1074; Total: 1179
[2025-03-12 14:26:38] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-12 14:26:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\GIGABYTE\AppData\Local\Temp/67d1999eb17c6-oULHCT.tmp
[2025-03-12 14:26:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/site-one/wp-content/plugins/elementor/assets/lib/animations/styles/shake.css?simply_static_page=106
